,dq,matches_played,rank,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
5364,0,9,61,7,2,0,0.66,87,44,81,126,6
5365,0,9,62,8,1,0,0.66,66,28,114,96,6
5366,0,9,63,8,1,0,0.44,93,20,81,84,4
5367,0,9,1,0,9,0,2.88,198,72,150,120,26
5368,0,9,2,1,8,0,2.77,195,84,180,120,25
5369,0,9,3,1,8,0,2.55,207,68,138,111,23
5370,0,9,4,2,7,0,2,153,84,102,93,18
5371,0,9,5,2,7,0,2,144,56,111,87,18
5372,0,9,6,2,7,0,1.88,174,82,90,96,17
5373,0,9,7,3,6,0,1.88,156,78,108,90,17
5374,0,9,8,2,7,0,1.88,108,88,108,108,17
5375,0,9,9,4,5,0,1.77,225,60,135,96,16
5376,0,9,10,2,7,0,1.77,183,80,90,120,16
5377,0,9,11,3,5,1,1.77,162,96,102,99,16
5378,0,9,12,3,6,0,1.77,147,78,105,102,16
5379,0,9,13,4,5,0,1.77,120,112,114,78,16
5380,0,9,14,3,6,0,1.66,189,88,102,93,15
5381,0,9,15,3,5,1,1.66,147,70,111,90,15
5382,0,9,16,3,5,1,1.66,144,44,99,108,15
5383,0,9,17,3,6,0,1.55,195,66,111,126,14
5384,0,9,18,3,6,0,1.55,186,78,84,93,14
5385,0,9,19,4,5,0,1.55,153,52,96,90,14
5386,1,9,20,3,5,0,1.55,123,62,105,108,14
5387,0,9,21,3,6,0,1.44,189,70,69,114,13
5388,0,9,22,4,5,0,1.44,162,64,108,102,13
5389,0,9,23,4,5,0,1.44,153,102,90,102,13
5390,0,9,24,4,5,0,1.44,153,90,102,96,13
5391,0,9,25,4,5,0,1.44,141,70,93,93,13
5392,0,9,26,3,6,0,1.44,138,78,96,111,13
5393,0,9,27,5,4,0,1.44,132,60,90,93,13
5394,0,9,28,4,5,0,1.44,129,100,120,96,13
5395,0,9,29,4,5,0,1.33,180,64,72,87,12
5396,0,9,30,4,5,0,1.33,159,82,90,93,12
5397,0,9,31,5,4,0,1.33,153,58,105,87,12
5398,0,9,32,4,5,0,1.33,141,112,99,120,12
5399,0,9,33,4,5,0,1.33,120,68,93,117,12
5400,0,9,34,5,4,0,1.22,132,64,96,114,11
5401,0,9,35,5,4,0,1.22,126,64,96,108,11
5402,0,9,36,4,5,0,1.22,111,108,69,93,11
5403,0,9,37,5,4,0,1.11,141,50,66,105,10
5404,0,9,38,6,3,0,1.11,120,82,117,102,10
5405,0,9,39,6,3,0,1.11,102,58,111,93,10
5406,0,9,40,5,3,1,1,183,50,84,114,9
5407,0,9,41,5,4,0,1,135,50,81,99,9
5408,0,9,42,5,4,0,1,120,44,78,93,9
5409,0,9,43,6,3,0,1,99,62,96,84,9
5410,0,9,44,6,3,0,0.88,156,46,99,105,8
5411,0,9,45,6,3,0,0.88,135,44,84,126,8
5412,0,9,46,6,3,0,0.88,105,56,102,105,8
5413,0,9,47,6,3,0,0.77,147,34,66,87,7
5414,0,9,48,6,3,0,0.77,141,64,66,81,7
5415,0,9,49,6,3,0,0.77,132,50,81,129,7
5416,0,9,50,7,2,0,0.77,132,42,96,96,7
5417,0,9,51,6,3,0,0.77,129,52,72,105,7
5418,0,9,52,7,2,0,0.77,123,56,96,111,7
5419,0,9,53,6,2,1,0.77,99,56,99,108,7
5420,0,9,54,6,3,0,0.77,81,36,72,96,7
5421,0,9,55,7,2,0,0.66,90,50,87,93,6
5422,0,9,56,7,2,0,0.55,102,58,72,90,5
5423,0,9,57,7,2,0,0.44,126,66,90,90,4
5424,0,9,58,7,2,0,0.44,87,44,66,108,4
5425,0,9,59,7,1,1,0.44,66,26,66,108,4
5426,0,9,60,8,1,0,0.33,114,38,78,114,3
5427,0,9,1,1,8,0,2.55,195,120,141,126,23
5428,0,9,2,1,8,0,2.44,222,102,126,117,22
5429,0,9,3,2,7,0,2.44,195,78,147,126,22
5430,0,9,4,2,6,1,2.33,174,58,135,114,21
5431,0,9,5,2,7,0,2.22,183,114,120,126,20
5432,0,9,6,2,5,2,2.11,189,70,138,123,19
5433,0,9,7,2,6,1,2.11,144,44,135,120,19
5434,0,9,8,3,6,0,2,177,66,117,129,18
5435,0,9,9,3,5,1,2,162,48,126,114,18
5436,0,9,10,2,7,0,2,150,66,111,132,18
5437,0,9,11,2,6,1,2,129,62,126,108,18
5438,0,9,12,2,6,1,1.88,177,94,75,126,17
5439,0,9,13,4,4,1,1.88,156,48,156,111,17
5440,0,9,14,3,6,0,1.88,153,50,111,99,17
5441,0,9,15,2,6,1,1.88,141,90,114,117,17
5442,0,9,16,4,5,0,1.77,213,52,132,111,16
5443,0,9,17,4,4,1,1.77,105,104,141,102,16
5444,0,9,18,3,6,0,1.66,183,74,90,96,15
5445,0,9,19,4,5,0,1.66,147,66,111,111,15
5446,0,9,20,2,6,1,1.66,144,64,87,99,15
5447,0,9,21,2,6,1,1.66,144,50,96,117,15
5448,0,9,22,4,5,0,1.66,117,56,123,102,15
5449,0,9,23,4,5,0,1.55,174,48,105,105,14
5450,0,9,24,4,5,0,1.55,171,92,102,96,14
5451,0,9,25,4,4,1,1.55,162,58,84,117,14
5452,0,9,26,4,5,0,1.55,156,52,105,120,14
5453,0,9,27,2,6,1,1.55,147,80,96,126,14
5454,0,9,28,4,5,0,1.55,135,64,111,111,14
5455,0,9,29,4,5,0,1.55,117,46,111,105,14
5456,0,9,30,3,6,0,1.44,198,70,84,105,13
5457,0,9,31,5,4,0,1.33,183,54,108,120,12
5458,0,9,32,4,5,0,1.33,171,62,87,126,12
5459,0,9,33,4,4,1,1.33,132,48,93,117,12
5460,0,9,34,4,5,0,1.33,129,78,87,84,12
5461,0,9,35,4,5,0,1.22,201,78,72,93,11
5462,0,9,36,5,4,0,1.22,156,60,102,102,11
5463,0,9,37,4,5,0,1.22,153,64,75,111,11
5464,0,9,38,6,3,0,1.22,135,50,114,99,11
5465,0,9,39,5,3,1,1.22,126,46,96,84,11
5466,0,9,40,5,4,0,1.11,168,96,78,81,10
5467,0,9,41,5,4,0,1.11,162,64,96,102,10
5468,0,9,42,4,5,0,1.11,147,68,60,93,10
5469,0,9,43,5,4,0,1.11,147,48,108,114,10
5470,0,9,44,5,4,0,1.11,132,72,93,99,10
5471,0,9,45,6,3,0,1.11,120,88,105,123,10
5472,0,9,46,5,4,0,1.11,96,72,66,114,10
5473,0,9,47,5,3,1,1,210,86,81,117,9
5474,0,9,48,5,4,0,1,147,50,87,99,9
5475,0,9,49,5,4,0,0.88,162,66,54,87,8
5476,0,9,50,6,3,0,0.88,141,72,87,105,8
5477,0,9,51,6,2,1,0.88,132,90,84,90,8
5478,0,9,52,7,2,0,0.88,123,56,90,105,8
5479,0,9,53,6,2,1,0.77,147,76,90,102,7
5480,0,9,54,5,1,3,0.77,108,68,66,105,7
5481,0,9,55,6,3,0,0.77,99,56,81,123,7
5482,0,9,56,6,2,1,0.66,132,44,81,96,6
5483,0,9,57,7,2,0,0.66,126,60,93,99,6
5484,0,9,58,7,2,0,0.66,123,32,54,84,6
5485,1,9,59,7,1,0,0.66,114,42,93,78,6
5486,0,9,60,7,2,0,0.66,108,26,75,102,6
5487,0,9,61,7,1,1,0.33,156,60,75,102,3
5488,0,9,62,8,1,0,0.22,147,66,54,90,2
5489,0,9,63,9,0,0,0.11,108,36,60,99,1
5490,0,9,1,0,9,0,2.66,201,96,144,123,24
5491,0,9,2,2,7,0,2.55,207,102,180,114,23
5492,0,9,3,0,9,0,2.55,204,106,129,117,23
5493,0,9,4,2,7,0,2.44,198,104,153,132,22
5494,0,9,5,2,7,0,2.44,105,150,153,117,22
5495,0,9,6,1,8,0,2.33,243,102,144,126,21
5496,0,9,7,2,7,0,2.11,174,56,120,123,19
5497,0,9,8,3,6,0,2,201,82,144,105,18
5498,0,9,9,4,5,0,1.88,192,94,150,114,17
5499,0,9,10,4,5,0,1.88,192,70,153,123,17
5500,0,9,11,1,7,1,1.88,183,66,99,111,17
5501,0,9,12,2,7,0,1.88,171,70,90,99,17
5502,0,9,13,3,6,0,1.88,144,72,120,105,17
5503,0,9,14,4,5,0,1.88,123,66,135,93,17
5504,0,9,15,3,6,0,1.77,216,78,87,120,16
5505,0,9,16,3,6,0,1.77,201,108,108,111,16
5506,0,9,17,4,5,0,1.77,195,86,126,111,16
5507,0,9,18,4,5,0,1.77,189,98,126,105,16
5508,0,9,19,3,6,0,1.77,174,78,126,123,16
5509,0,9,20,3,6,0,1.77,168,78,105,126,16
5510,0,9,21,3,6,0,1.66,213,80,87,117,15
5511,0,9,22,4,5,0,1.66,189,58,135,123,15
5512,0,9,23,3,6,0,1.66,189,56,99,117,15
5513,0,9,24,3,6,0,1.66,186,62,102,120,15
5514,0,9,25,4,5,0,1.66,144,76,129,129,15
5515,0,9,26,3,6,0,1.66,135,88,105,129,15
5516,0,9,27,4,5,0,1.66,114,106,126,120,15
5517,0,9,28,4,5,0,1.55,153,114,102,99,14
5518,0,9,29,5,4,0,1.44,156,88,123,117,13
5519,0,9,30,4,5,0,1.44,147,102,84,108,13
5520,0,9,31,5,4,0,1.33,186,80,111,108,12
5521,0,9,32,4,5,0,1.33,174,52,102,114,12
5522,0,9,33,6,3,0,1.33,138,112,132,129,12
5523,0,9,34,5,4,0,1.33,117,74,117,102,12
5524,0,9,35,4,5,0,1.33,105,50,105,129,12
5525,0,9,36,4,4,1,1.33,102,84,96,93,12
5526,0,9,37,5,4,0,1.22,213,56,87,117,11
5527,0,9,38,7,2,0,1.22,141,54,153,99,11
5528,0,9,39,4,5,0,1.22,135,70,102,120,11
5529,0,9,40,5,3,1,1.11,156,80,93,102,10
5530,0,9,41,6,2,1,1.11,156,48,120,111,10
5531,0,9,42,5,4,0,1.11,147,66,72,126,10
5532,0,9,43,5,4,0,1.11,117,72,102,102,10
5533,0,9,44,5,4,0,1,150,78,93,105,9
5534,0,9,45,6,3,0,0.88,177,76,96,114,8
5535,0,9,46,6,3,0,0.88,153,64,84,93,8
5536,0,9,47,6,3,0,0.88,114,64,90,99,8
5537,0,9,48,7,2,0,0.88,78,74,102,111,8
5538,0,9,49,6,3,0,0.77,174,48,93,126,7
5539,0,9,50,7,2,0,0.77,165,50,93,102,7
5540,0,9,51,6,2,1,0.77,150,70,84,102,7
5541,0,9,52,7,2,0,0.77,126,62,114,114,7
5542,0,9,53,7,2,0,0.77,78,62,114,111,7
5543,0,9,54,7,2,0,0.66,138,70,75,102,6
5544,0,9,55,7,2,0,0.66,96,66,75,114,6
5545,1,9,56,6,2,0,0.66,54,62,78,84,6
5546,0,9,57,7,2,0,0.55,114,68,75,126,5
5547,0,9,58,8,1,0,0.55,72,112,90,114,5
5548,0,9,59,8,0,1,0.33,129,54,87,96,3
5549,0,9,60,9,0,0,0.22,99,54,84,120,2
5550,0,8,1,1,7,0,2.5,144,58,135,81,20
5551,0,8,2,1,7,0,2.5,114,38,117,105,20
5552,0,8,3,0,7,1,2.25,129,42,96,102,18
5553,0,8,4,1,6,1,2.12,201,98,78,90,17
5554,0,8,5,2,6,0,2.12,147,76,99,117,17
5555,0,8,6,2,5,1,1.87,153,44,102,111,15
5556,0,8,7,2,5,1,1.87,102,54,96,87,15
5557,0,8,8,3,5,0,1.87,96,60,96,87,15
5558,0,8,9,4,4,0,1.75,120,38,117,99,14
5559,0,8,10,3,5,0,1.62,153,70,96,105,13
5560,0,8,11,4,4,0,1.62,144,32,105,99,13
5561,0,8,12,3,5,0,1.62,108,60,99,105,13
5562,0,8,13,4,4,0,1.62,96,26,111,102,13
5563,0,8,14,4,4,0,1.37,132,100,72,105,11
5564,0,8,15,3,4,1,1.37,129,74,75,102,11
5565,0,8,16,4,4,0,1.37,63,72,99,105,11
5566,0,8,17,4,4,0,1.25,111,48,93,75,10
5567,0,8,18,4,4,0,1.25,75,72,81,102,10
5568,0,8,19,5,3,0,1.25,75,46,93,105,10
5569,0,8,20,5,3,0,1.25,66,52,78,111,10
5570,0,8,21,4,3,1,1.12,168,66,78,105,9
5571,0,8,22,4,4,0,1.12,102,22,75,87,9
5572,0,8,23,4,4,0,1.12,96,40,63,93,9
5573,0,8,24,5,2,1,1,96,28,78,96,8
5574,0,8,25,5,3,0,0.87,129,56,75,108,7
5575,0,8,26,4,3,1,0.87,123,44,42,105,7
5576,0,8,27,5,3,0,0.87,102,38,78,78,7
5577,0,8,28,6,2,0,0.87,102,26,87,108,7
5578,0,8,29,5,1,2,0.87,72,40,90,105,7
5579,0,8,30,6,1,1,0.75,132,34,81,102,6
5580,0,8,31,5,2,1,0.75,123,24,57,78,6
5581,0,8,32,7,1,0,0.62,81,34,96,120,5
5582,0,8,33,7,1,0,0.37,78,32,60,87,3
5583,0,8,1,2,6,0,2.87,282,160,144,114,23
5584,0,8,2,1,7,0,2.87,225,100,174,114,23
5585,0,8,3,2,6,0,2.75,228,152,135,114,22
5586,0,8,4,1,7,0,2.75,216,136,150,105,22
5587,0,8,5,3,5,0,2.37,243,122,108,111,19
5588,0,8,6,3,5,0,2.37,237,138,138,111,19
5589,0,8,7,2,6,0,2.37,228,130,141,117,19
5590,0,8,8,3,5,0,2.25,276,124,144,108,18
5591,0,8,9,2,6,0,2.25,252,112,117,99,18
5592,0,8,10,3,5,0,2.25,243,96,150,120,18
5593,0,8,11,3,5,0,2.25,192,78,147,120,18
5594,0,8,12,4,4,0,2.12,246,124,150,96,17
5595,0,8,13,4,4,0,2,231,114,159,117,16
5596,0,8,14,4,4,0,2,207,72,135,111,16
5597,0,8,15,4,4,0,1.87,219,114,129,117,15
5598,0,8,16,5,3,0,1.75,255,108,144,117,14
5599,0,8,17,3,5,0,1.75,228,92,102,120,14
5600,0,8,18,5,3,0,1.75,210,108,135,105,14
5601,0,8,19,4,4,0,1.75,198,116,129,108,14
5602,0,8,20,5,3,0,1.75,183,138,159,114,14
5603,0,8,21,5,3,0,1.62,228,92,132,117,13
5604,0,8,22,5,3,0,1.62,201,94,132,120,13
5605,0,8,23,4,4,0,1.62,192,112,129,111,13
5606,0,8,24,4,4,0,1.62,192,80,120,114,13
5607,0,8,25,5,3,0,1.62,183,76,108,102,13
5608,0,8,26,4,4,0,1.5,213,100,105,120,12
5609,0,8,27,5,3,0,1.5,213,80,135,120,12
5610,0,8,28,5,3,0,1.5,201,98,111,117,12
5611,0,8,29,5,3,0,1.5,195,106,123,114,12
5612,0,8,30,5,3,0,1.5,192,96,123,108,12
5613,0,8,31,5,3,0,1.5,171,98,135,102,12
5614,0,8,32,4,4,0,1.5,171,84,78,114,12
5615,0,8,33,5,3,0,1.25,207,88,114,108,10
5616,0,8,34,6,2,0,1.25,201,86,126,108,10
5617,0,8,35,7,1,0,1.25,177,98,150,87,10
5618,0,8,36,7,1,0,1,195,76,141,114,8
5619,0,12,1,1,11,0,2.75,261,90,213,132,33
5620,0,12,2,2,10,0,2.5,273,88,183,150,30
5621,0,12,3,3,9,0,2.41,300,80,207,120,29
5622,0,12,4,2,10,0,2.25,297,98,153,132,27
5623,0,12,5,4,8,0,2.16,240,66,174,147,26
5624,0,12,6,4,8,0,1.91,249,62,171,129,23
5625,0,12,7,3,9,0,1.83,240,60,138,159,22
5626,0,12,8,6,6,0,1.66,171,58,183,153,20
5627,0,12,9,4,8,0,1.58,198,34,120,117,19
5628,0,12,10,4,8,0,1.58,192,30,150,135,19
5629,1,12,11,3,8,0,1.5,234,76,102,105,18
5630,0,12,12,6,6,0,1.41,228,48,135,117,17
5631,0,12,13,5,7,0,1.41,213,34,120,141,17
5632,0,12,14,5,7,0,1.41,186,46,114,120,17
5633,0,12,15,6,6,0,1.41,162,48,135,132,17
5634,0,12,16,6,6,0,1.33,210,30,132,117,16
5635,0,12,17,6,6,0,1.33,198,30,114,141,16
5636,0,12,18,6,6,0,1.33,153,40,126,120,16
5637,0,12,19,6,6,0,1.33,138,86,144,141,16
5638,0,12,20,7,5,0,1.25,192,32,126,138,15
5639,0,12,21,7,5,0,1.25,132,28,126,108,15
5640,0,12,22,8,4,0,1.08,228,56,111,144,13
5641,0,12,23,8,4,0,1,207,64,126,111,12
5642,0,12,24,6,6,0,1,207,42,90,156,12
5643,0,12,25,6,6,0,1,204,46,81,147,12
5644,0,12,26,7,5,0,1,177,48,123,147,12
5645,0,12,27,8,4,0,1,171,48,114,111,12
5646,0,12,28,8,4,0,1,156,50,114,156,12
5647,0,12,29,8,4,0,0.91,204,44,108,114,11
5648,0,12,30,8,4,0,0.83,192,50,96,123,10
5649,0,12,31,8,4,0,0.83,186,36,111,135,10
5650,0,12,32,8,4,0,0.83,174,36,105,126,10
5651,0,12,33,8,4,0,0.83,171,38,102,138,10
5652,0,12,34,9,3,0,0.75,198,34,123,126,9
5653,0,12,35,9,3,0,0.66,165,22,96,99,8
5654,0,12,36,10,2,0,0.58,162,26,105,105,7
5655,0,12,1,1,10,1,2.75,342,134,198,150,33
5656,0,12,2,3,9,0,2.58,261,118,216,171,31
5657,0,12,3,3,8,1,2.33,270,110,192,144,28
5658,0,12,4,3,9,0,2.25,270,92,201,168,27
5659,0,12,5,4,8,0,2.25,267,90,213,132,27
5660,0,12,6,4,8,0,2.08,288,94,186,171,25
5661,0,12,7,7,5,0,2,222,90,219,141,24
5662,0,12,8,4,8,0,1.91,288,94,165,162,23
5663,0,12,9,4,8,0,1.83,285,116,156,168,22
5664,0,12,10,4,8,0,1.83,282,100,135,144,22
5665,0,12,11,6,6,0,1.83,234,84,183,150,22
5666,0,12,12,3,8,1,1.75,282,112,126,141,21
5667,0,12,13,4,7,1,1.66,231,60,150,159,20
5668,0,12,14,6,6,0,1.66,228,78,168,150,20
5669,0,12,15,5,7,0,1.58,300,124,150,171,19
5670,0,12,16,5,7,0,1.58,300,94,174,171,19
5671,0,12,17,6,6,0,1.58,240,78,159,147,19
5672,0,12,18,5,7,0,1.5,231,56,141,141,18
5673,0,12,19,6,6,0,1.41,300,90,174,150,17
5674,0,12,20,5,7,0,1.41,291,88,126,138,17
5675,0,12,21,6,6,0,1.41,264,88,153,171,17
5676,0,12,22,6,6,0,1.33,255,80,144,174,16
5677,0,12,23,6,6,0,1.33,195,94,129,150,16
5678,0,12,24,7,5,0,1.33,189,74,147,144,16
5679,0,12,25,6,5,1,1.16,249,94,129,165,14
5680,0,12,26,8,4,0,1.08,216,66,144,141,13
5681,0,12,27,8,4,0,1,279,82,144,159,12
5682,0,12,28,8,4,0,1,240,86,132,159,12
5683,0,12,29,8,4,0,1,240,64,138,156,12
5684,0,12,30,8,4,0,0.91,267,62,120,159,11
5685,0,12,31,9,3,0,0.91,258,72,144,135,11
5686,0,12,32,9,3,0,0.91,231,72,147,138,11
5687,0,12,33,9,3,0,0.91,222,72,162,153,11
5688,0,12,34,8,4,0,0.91,195,116,129,138,11
5689,0,12,35,9,2,1,0.83,231,64,144,144,10
5690,0,12,36,10,2,0,0.83,219,62,141,153,10
5691,0,10,1,1,9,0,2.8,201,104,162,105,28
5692,0,10,2,2,8,0,2.6,132,108,189,114,26
5693,0,10,3,3,7,0,2.4,180,60,180,117,24
5694,0,10,4,1,9,0,2.4,177,94,144,108,24
5695,0,10,5,3,6,1,2.4,87,90,186,123,24
5696,0,10,6,1,8,1,2.2,258,104,114,111,22
5697,0,10,7,4,6,0,2.2,195,96,180,102,22
5698,0,10,8,3,7,0,2.2,150,72,150,120,22
5699,0,10,9,4,6,0,2.1,135,80,177,120,21
5700,0,10,10,3,7,0,1.9,186,104,120,123,19
5701,0,10,11,3,7,0,1.9,153,78,132,120,19
5702,0,10,12,2,8,0,1.8,201,56,120,129,18
5703,0,10,13,3,7,0,1.7,171,44,93,129,17
5704,0,10,14,3,6,1,1.7,102,92,108,102,17
5705,0,10,15,4,6,0,1.5,168,54,108,99,15
5706,0,10,16,4,6,0,1.4,189,84,84,114,14
5707,0,10,17,5,5,0,1.4,153,60,123,120,14
5708,0,10,18,4,6,0,1.4,144,90,108,123,14
5709,0,10,19,5,5,0,1.4,144,38,87,93,14
5710,0,10,20,4,4,2,1.4,84,64,135,120,14
5711,0,10,21,5,5,0,1.3,177,78,108,96,13
5712,0,10,22,4,5,1,1.3,150,68,102,87,13
5713,0,10,23,4,6,0,1.3,129,60,81,84,13
5714,0,10,24,5,5,0,1.3,126,92,84,102,13
5715,0,10,25,4,5,1,1.3,102,46,90,102,13
5716,0,10,26,6,4,0,1.3,99,64,117,93,13
5717,0,10,27,5,5,0,1.3,87,82,108,93,13
5718,0,10,28,5,5,0,1.2,174,56,102,105,12
5719,0,10,29,6,4,0,1.2,138,62,114,117,12
5720,0,10,30,6,4,0,1.2,96,84,114,99,12
5721,0,10,31,6,4,0,1.1,162,62,81,99,11
5722,0,10,32,6,4,0,1.1,135,74,99,96,11
5723,0,10,33,6,4,0,1.1,93,60,114,96,11
5724,0,10,34,7,3,0,1,132,46,87,84,10
5725,0,10,35,6,3,1,1,111,46,93,111,10
5726,0,10,36,7,3,0,1,108,76,135,111,10
5727,0,10,37,5,4,1,0.9,207,98,72,93,9
5728,0,10,38,7,2,1,0.9,117,70,102,126,9
5729,0,10,39,7,3,0,0.9,111,44,84,69,9
5730,0,10,40,6,3,1,0.9,105,60,90,105,9
5731,0,10,41,7,3,0,0.8,117,42,84,108,8
5732,0,10,42,8,2,0,0.8,102,52,102,102,8
5733,0,10,43,7,3,0,0.8,81,28,90,123,8
5734,0,10,44,6,3,1,0.8,60,88,93,99,8
5735,0,10,45,7,3,0,0.7,135,66,63,117,7
5736,0,10,46,7,3,0,0.7,114,62,96,126,7
5737,0,10,47,8,2,0,0.6,90,50,90,99,6
5738,0,10,48,9,1,0,0.3,102,48,69,96,3
5739,0,12,1,1,11,0,3.25,408,188,231,171,39
5740,0,12,2,2,9,1,3,399,206,228,165,36
5741,0,12,3,2,10,0,2.66,399,192,234,156,32
5742,0,12,4,4,8,0,2.66,351,170,210,162,32
5743,0,12,5,4,8,0,2.58,282,142,246,174,31
5744,0,12,6,3,8,1,2.5,336,166,261,156,30
5745,0,12,7,5,7,0,2.5,330,168,198,177,30
5746,0,12,8,5,6,1,2.41,378,176,213,177,29
5747,0,12,9,5,6,1,2.33,357,152,252,159,28
5748,0,12,10,4,8,0,2.33,330,170,180,156,28
5749,0,12,11,6,6,0,2.33,306,164,243,177,28
5750,0,12,12,4,8,0,2.33,294,142,222,177,28
5751,0,12,13,4,7,1,2.25,381,154,210,168,27
5752,0,12,14,4,7,1,2.25,342,150,213,162,27
5753,0,12,15,5,7,0,2.25,339,166,210,177,27
5754,0,12,16,6,6,0,2.16,390,178,234,144,26
5755,0,12,17,4,6,2,2.16,384,176,234,150,26
5756,0,12,18,6,6,0,2.16,330,162,234,162,26
5757,0,12,19,5,6,1,2.08,324,162,201,144,25
5758,0,12,20,6,6,0,2.08,324,120,234,174,25
5759,0,12,21,5,7,0,2.08,315,126,201,180,25
5760,0,12,22,6,6,0,2,384,160,216,174,24
5761,0,12,23,6,5,1,2,363,148,210,159,24
5762,0,12,24,6,6,0,2,357,182,204,147,24
5763,0,12,25,5,6,1,2,351,138,219,171,24
5764,0,12,26,5,7,0,2,348,156,207,162,24
5765,0,12,27,5,7,0,2,333,148,204,177,24
5766,0,12,28,5,6,1,2,324,168,219,177,24
5767,0,12,29,5,6,1,2,315,118,201,168,24
5768,0,12,30,6,6,0,2,309,196,201,147,24
5769,0,12,31,6,6,0,2,303,148,207,147,24
5770,0,12,32,5,7,0,2,300,164,201,159,24
5771,0,12,33,6,6,0,2,297,128,231,156,24
5772,0,12,34,5,6,1,1.91,354,156,216,165,23
5773,0,12,35,5,7,0,1.91,336,154,180,174,23
5774,0,12,36,6,4,2,1.91,327,142,213,156,23
5775,0,12,37,7,5,0,1.91,294,140,225,150,23
5776,0,12,38,8,4,0,1.91,291,146,225,174,23
5777,0,12,39,6,6,0,1.83,363,190,186,171,22
5778,0,12,40,6,6,0,1.83,357,180,165,174,22
5779,0,12,41,7,4,1,1.83,354,176,189,171,22
5780,0,12,42,5,6,1,1.83,351,182,180,153,22
5781,0,12,43,7,5,0,1.83,315,126,204,156,22
5782,0,12,44,7,4,1,1.75,282,128,234,159,21
5783,0,12,45,7,5,0,1.66,366,132,210,156,20
5784,0,12,46,7,5,0,1.66,357,152,204,174,20
5785,0,12,47,7,5,0,1.66,315,136,198,147,20
5786,0,12,48,7,4,1,1.66,312,136,192,156,20
5787,0,12,49,6,5,1,1.58,258,116,177,159,19
5788,0,12,50,7,5,0,1.5,318,132,183,174,18
5789,0,12,51,7,5,0,1.5,264,116,192,171,18
5790,0,12,52,8,4,0,1.41,309,162,177,162,17
5791,0,12,53,7,4,1,1.41,306,106,165,147,17
5792,0,12,54,8,4,0,1.41,279,112,180,177,17
5793,0,12,55,9,3,0,1.41,276,154,195,165,17
5794,0,12,56,9,3,0,1.33,255,96,207,177,16
5795,0,12,57,8,4,0,1.25,336,162,168,159,15
5796,0,12,58,8,3,1,1.25,273,106,198,171,15
5797,0,12,59,7,4,1,1.16,324,158,153,168,14
5798,0,12,60,11,1,0,0.66,219,92,159,159,8
5799,0,12,1,3,9,0,2.41,246,80,216,156,29
5800,0,12,2,1,11,0,2.16,300,112,147,150,26
5801,0,12,3,4,8,0,2.08,231,118,180,153,25
5802,0,12,4,4,7,1,1.83,153,80,165,168,22
5803,0,12,5,5,7,0,1.75,240,110,156,165,21
5804,0,12,6,4,8,0,1.58,171,114,111,150,19
5805,0,12,7,5,6,1,1.58,165,120,147,171,19
5806,0,12,8,5,7,0,1.58,162,60,141,162,19
5807,0,12,9,5,6,1,1.5,240,80,141,153,18
5808,0,12,10,6,6,0,1.41,177,88,120,156,17
5809,0,12,11,7,5,0,1.33,201,56,147,141,16
5810,0,12,12,5,7,0,1.33,195,88,102,150,16
5811,0,12,13,6,5,1,1.33,174,62,135,162,16
5812,0,12,14,8,4,0,1.33,150,58,147,156,16
5813,0,12,15,7,5,0,1.25,216,58,129,144,15
5814,0,12,16,7,5,0,1.08,147,86,117,156,13
5815,0,12,17,7,5,0,1.08,147,46,111,141,13
5816,0,12,18,7,4,1,1.08,126,46,114,132,13
5817,0,12,19,7,5,0,1,207,66,93,111,12
5818,0,12,20,8,4,0,1,180,80,117,141,12
5819,0,12,21,7,5,0,1,162,34,84,159,12
5820,0,12,22,7,4,1,1,159,64,81,165,12
5821,0,12,23,8,4,0,0.91,174,76,117,150,11
5822,0,12,24,8,4,0,0.83,186,60,87,153,10
5823,0,11,1,1,10,0,2.27,213,44,135,93,25
5824,0,11,2,2,9,0,2,231,56,135,99,22
5825,0,11,3,4,7,0,2,201,48,165,117,22
5826,0,11,4,4,7,0,1.9,231,72,156,87,21
5827,0,11,5,2,9,0,1.81,159,60,114,84,20
5828,0,11,6,3,8,0,1.72,168,28,108,114,19
5829,0,11,7,4,7,0,1.63,210,30,132,120,18
5830,0,11,8,4,7,0,1.54,198,34,87,96,17
5831,0,11,9,3,7,1,1.54,183,40,105,93,17
5832,0,11,10,3,7,1,1.45,213,46,93,93,16
5833,0,11,11,5,5,1,1.18,195,40,93,93,13
5834,0,11,12,5,6,0,1.09,177,34,69,96,12
5835,0,11,13,6,4,1,1.09,165,30,108,75,12
5836,0,11,14,6,5,0,1.09,162,42,102,96,12
5837,0,11,15,6,5,0,1.09,141,24,87,75,12
5838,0,11,16,7,4,0,1,204,34,105,108,11
5839,0,11,17,6,5,0,1,150,40,87,102,11
5840,2,11,18,5,4,0,1,147,38,93,57,11
5841,0,11,19,7,4,0,0.9,183,38,99,87,10
5842,0,11,20,7,4,0,0.81,195,76,114,87,9
5843,0,11,21,8,3,0,0.81,144,32,105,108,9
5844,0,11,22,7,4,0,0.72,135,40,90,66,8
5845,0,11,23,7,3,1,0.63,186,38,81,96,7
5846,0,11,24,8,3,0,0.63,162,50,78,81,7
5847,0,11,25,9,2,0,0.54,159,22,102,87,6
