delete,dq,matches_played,qual_average,rank,team_key,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
16,0,10,,17,frc2102,5,5,0,2,252,120,171,129,20
17,0,10,,18,frc3132,4,6,0,1.9,297,164,138,138,19
18,0,10,,19,frc4079,5,5,0,1.9,276,112,162,135,19
19,0,10,,20,frc2881,4,6,0,1.9,261,148,141,147,19
20,0,10,,21,frc7179,5,5,0,1.8,291,162,126,144,18
21,0,10,,22,frc2584,4,6,0,1.8,276,114,135,147,18
22,0,10,,23,frc3931,4,6,0,1.8,261,114,141,147,18
23,0,10,,24,frc5572,4,6,0,1.8,258,116,132,132,18
24,0,10,,25,frc7419,4,6,0,1.8,252,114,141,150,18
25,0,10,,26,frc4775,4,6,0,1.8,234,86,141,150,18
26,0,10,,27,frc4290,4,6,0,1.8,216,84,120,144,18
27,0,10,,28,frc7426,4,6,0,1.7,297,128,123,144,17
28,0,10,,29,frc2486,5,5,0,1.7,270,108,159,144,17
29,0,10,,30,frc1939,4,6,0,1.7,264,112,129,135,17
30,0,10,,31,frc2905,5,5,0,1.7,261,110,147,147,17
31,0,10,,32,frc3039,5,5,0,1.7,258,140,138,141,17
32,0,10,,33,frc2375,5,5,0,1.7,216,78,144,147,17
33,0,10,,34,frc4255,6,4,0,1.7,213,92,153,123,17
34,1,10,,35,frc7796,4,5,0,1.7,198,84,117,123,17
35,0,10,,36,frc587,5,5,0,1.6,261,120,120,144,16
36,0,10,,37,frc6608,5,5,0,1.6,261,110,141,141,16
37,0,10,,38,frc5006,6,4,0,1.6,237,110,162,123,16
38,0,10,,39,frc7891,6,4,0,1.6,222,90,150,150,16
39,0,10,,40,frc687,6,4,0,1.5,279,122,141,129,15
40,0,10,,41,frc4534,5,5,0,1.5,252,124,120,120,15
41,0,10,,42,frc1515,5,5,0,1.5,249,124,129,135,15
42,0,10,,43,frc1261,5,5,0,1.5,228,108,156,141,15
43,0,10,,44,frc1746,6,4,0,1.4,273,132,129,123,14
44,0,10,,45,frc6014,6,4,0,1.4,258,84,132,129,14
45,0,10,,46,frc7895,6,4,0,1.4,213,88,144,144,14
46,0,10,,47,frc4188,6,4,0,1.3,210,98,123,132,13
47,0,10,,48,frc4400,7,3,0,1.2,279,106,144,129,12
48,0,10,,49,frc6390,6,4,0,1.2,270,98,105,135,12
49,0,10,,50,frc5126,7,3,0,1.2,246,82,126,144,12
50,0,10,,51,frc5515,5,5,0,1.2,246,76,93,141,12
51,0,10,,52,frc2183,7,3,0,1.2,231,88,159,126,12
52,0,10,,53,frc7088,6,4,0,1.2,228,64,132,129,12
53,0,10,,54,frc2080,7,3,0,1.2,225,82,135,132,12
54,0,10,,55,frc3481,7,3,0,1.2,219,112,135,123,12
55,0,10,,56,frc442,7,3,0,1.2,198,80,144,141,12
56,0,10,,57,frc5526,6,4,0,1.2,198,70,135,129,12
57,0,10,,58,frc3024,8,2,0,1.2,192,82,144,120,12
58,0,10,,59,frc5242,7,3,0,1.2,189,98,132,129,12
59,0,10,,60,frc1785,5,5,0,1.1,243,94,114,138,11
60,0,10,,61,frc3792,6,4,0,1.1,213,68,108,141,11
61,0,10,,62,frc7725,6,4,0,1,228,120,87,144,10
62,0,10,,63,frc2662,7,3,0,1,174,82,120,132,10
63,0,10,,64,frc7567,8,2,0,0.8,234,114,120,126,8
64,0,10,,65,frc2811,9,1,0,0.8,228,98,123,135,8
65,0,10,,66,frc7767,8,2,0,0.8,192,82,114,132,8
66,0,10,,67,frc2643,8,2,0,0.8,150,62,111,132,8
67,0,10,,68,frc7529,9,1,0,0.4,234,78,96,141,4
0,0,10,,1,frc987,0,10,0,2.9,228,130,162,120,29
1,0,10,,2,frc812,1,9,0,2.7,126,88,165,120,27
2,0,10,,3,frc2658,1,9,0,2.6,186,44,165,114,26
3,0,10,,4,frc4481,3,7,0,2.4,90,152,168,99,24
4,0,10,,5,frc3647,1,9,0,2.2,237,98,102,126,22
5,1,10,,6,frc2984,2,7,0,2.1,123,26,132,117,21
6,0,10,,7,frc2839,3,7,0,1.9,159,88,123,114,19
7,0,10,,8,frc3749,3,7,0,1.9,147,78,108,138,19
8,0,10,,9,frc4583,3,7,0,1.9,132,52,120,135,19
9,0,10,,10,frc4585,4,6,0,1.8,144,44,126,90,18
10,0,10,,11,frc3965,4,6,0,1.7,171,68,132,96,17
11,0,10,,12,frc2853,3,7,0,1.7,168,68,102,111,17
12,0,10,,13,frc3128,5,5,0,1.7,153,42,141,132,17
13,0,10,,14,frc5933,4,6,0,1.7,132,62,132,132,17
14,0,10,,15,frc498,3,7,0,1.6,174,60,90,129,16
15,0,10,,16,frc1572,4,6,0,1.6,174,52,111,102,16
16,0,10,,17,frc3704,4,6,0,1.6,159,34,117,108,16
17,0,10,,18,frc6995,4,6,0,1.6,150,78,75,141,16
18,0,10,,19,frc3245,4,6,0,1.5,138,34,108,114,15
19,0,10,,20,frc4486,4,6,0,1.4,189,74,84,99,14
20,0,10,,21,frc6904,4,6,0,1.4,156,56,93,99,14
21,0,10,,22,frc4139,5,5,0,1.4,141,34,105,111,14
22,0,10,,23,frc7626,5,4,1,1.4,138,56,114,123,14
23,0,10,,24,frc2485,4,5,1,1.4,123,54,90,117,14
24,0,10,,25,frc2443,5,5,0,1.3,171,84,105,102,13
25,0,10,,26,frc7415,5,5,0,1.2,141,28,81,108,12
26,0,10,,27,frc6695,6,4,0,1.1,201,64,99,90,11
27,0,10,,28,frc5477,5,4,1,1.1,159,50,75,105,11
28,0,10,,29,frc1622,6,4,0,1.1,144,56,99,114,11
29,0,10,,30,frc6960,6,4,0,1.1,144,26,84,114,11
30,0,10,,31,frc1538,6,4,0,1,168,50,84,123,10
31,0,10,,32,frc2710,6,4,0,1,153,18,72,105,10
32,0,10,,33,frc4014,6,3,1,1,147,42,96,105,10
33,0,10,,34,frc5627,6,4,0,1,135,38,87,99,10
34,0,10,,35,frc4322,7,3,0,1,120,68,84,120,10
35,1,10,,36,frc6885,6,3,0,0.9,123,66,96,87,9
36,0,10,,37,frc5514,7,3,0,0.8,186,46,87,126,8
37,0,10,,38,frc6659,7,3,0,0.8,108,60,84,93,8
38,0,10,,39,frc2827,7,3,0,0.8,84,38,105,126,8
39,0,10,,40,frc7441,7,3,0,0.7,150,36,87,87,7
40,0,10,,41,frc2637,8,2,0,0.7,90,34,96,108,7
41,0,10,,42,frc1266,8,2,0,0.6,135,40,84,126,6
42,0,10,,43,frc4919,7,2,1,0.6,117,54,87,114,6
43,0,10,,44,frc3021,8,2,0,0.6,102,36,99,96,6
44,0,10,,45,frc6668,8,2,0,0.6,90,32,78,120,6
45,0,10,,46,frc4616,8,2,0,0.5,120,42,72,84,5
46,0,10,,47,frc4160,8,1,1,0.4,102,46,84,114,4
0,0,11,,1,frc971,1,10,0,3.27,237,130,183,147,36
1,0,11,,2,frc604,2,9,0,2.63,243,104,165,150,29
2,0,11,,3,frc254,1,9,1,2.63,231,132,174,159,29
3,0,11,,4,frc649,2,8,1,2.27,198,134,177,126,25
4,0,11,,5,frc5507,3,7,1,2.18,252,106,171,129,24
5,0,11,,6,frc7419,3,6,2,1.9,228,116,132,120,21
6,0,11,,7,frc7468,4,7,0,1.9,168,104,156,141,21
7,0,11,,8,frc115,4,7,0,1.72,279,110,132,129,19
8,0,11,,9,frc1700,3,8,0,1.72,228,122,123,144,19
9,0,11,,10,frc5499,4,7,0,1.72,228,100,126,108,19
10,0,11,,11,frc2551,4,7,0,1.54,264,94,126,108,17
11,0,11,,12,frc3045,4,5,2,1.54,186,62,129,129,17
12,0,11,,13,frc3880,6,5,0,1.54,153,110,99,150,17
13,0,11,,14,frc4765,3,8,0,1.54,105,120,102,126,17
14,0,11,,15,frc3390,5,6,0,1.45,207,82,111,138,16
15,0,11,,16,frc6962,5,6,0,1.45,198,84,120,102,16
16,0,11,,17,frc4973,4,6,1,1.45,150,82,114,138,16
17,0,11,,18,frc840,5,5,1,1.45,150,60,117,117,16
18,0,11,,19,frc5419,5,6,0,1.45,144,136,102,111,16
19,0,11,,20,frc4186,6,5,0,1.45,135,104,135,141,16
20,0,11,,21,frc253,4,6,1,1.36,216,90,105,135,15
21,0,11,,22,frc5940,6,5,0,1.36,177,116,117,111,15
22,1,11,,23,frc100,4,5,1,1.36,153,102,120,111,15
23,0,11,,24,frc6418,6,4,1,1.36,132,78,135,153,15
24,0,11,,25,frc4159,6,5,0,1.27,138,76,105,123,14
25,0,11,,26,frc5700,5,5,1,1.18,168,104,84,132,13
26,0,11,,27,frc7445,7,4,0,1.18,165,94,123,126,13
27,0,11,,28,frc668,7,4,0,1.18,162,92,120,123,13
28,0,11,,29,frc6036,6,5,0,1.09,174,60,87,114,12
29,0,11,,30,frc7245,6,5,0,1.09,135,56,96,90,12
30,0,11,,31,frc2144,7,4,0,0.9,165,50,102,108,10
31,0,11,,32,frc7478,7,3,1,0.9,141,68,105,117,10
32,0,11,,33,frc4669,6,5,0,0.9,117,76,84,138,10
33,0,11,,34,frc7847,6,4,1,0.9,108,70,84,99,10
34,0,11,,35,frc7686,7,3,1,0.81,153,72,105,114,9
35,0,11,,36,frc5924,8,3,0,0.81,150,58,90,102,9
36,0,11,,37,frc4904,8,3,0,0.72,162,92,93,141,8
37,0,11,,38,frc972,7,4,0,0.72,156,56,87,108,8
38,0,11,,39,frc6920,8,3,0,0.72,144,58,90,78,8
39,0,11,,40,frc4990,8,3,0,0.72,120,130,114,132,8
40,0,11,,41,frc6814,8,3,0,0.72,114,70,111,117,8
41,0,11,,42,frc6718,8,2,1,0.72,105,48,90,117,8
42,0,11,,43,frc6662,8,2,1,0.54,132,68,81,114,6
0,0,9,,1,frc846,0,8,1,3.11,210,96,162,102,28
1,0,9,,2,frc254,0,9,0,2.88,279,128,120,123,26
2,0,9,,3,frc649,1,8,0,2.77,216,132,147,99,25
3,0,9,,4,frc1868,1,8,0,2.66,204,72,156,120,24
4,0,9,,5,frc604,2,7,0,2.44,210,102,150,114,22
5,0,9,,6,frc199,3,6,0,2.11,204,88,117,120,19
6,0,9,,7,frc4669,3,5,1,2,183,82,129,117,18
7,0,9,,8,frc7419,3,6,0,1.88,207,96,114,132,17
8,0,9,,9,frc2367,3,6,0,1.77,180,56,96,108,16
9,0,9,,10,frc5737,3,5,1,1.77,153,64,99,114,16
10,0,9,,11,frc7667,3,6,0,1.66,213,72,99,114,15
11,0,9,,12,frc2220,3,6,0,1.66,210,86,78,123,15
12,0,9,,13,frc6039,5,4,0,1.66,135,62,123,90,15
13,0,9,,14,frc6241,4,5,0,1.66,123,48,96,120,15
14,0,9,,15,frc5499,3,5,1,1.55,231,108,93,96,14
15,0,9,,16,frc4159,3,4,2,1.55,195,78,102,126,14
16,0,9,,17,frc1458,4,5,0,1.55,195,72,102,117,14
17,0,9,,18,frc4171,3,6,0,1.55,171,36,93,129,14
18,0,9,,19,frc256,4,4,1,1.55,159,94,99,102,14
19,0,9,,20,frc7736,4,5,0,1.55,144,46,99,96,14
20,0,9,,21,frc4990,4,5,0,1.44,219,94,111,105,13
21,0,9,,22,frc581,3,6,0,1.44,210,84,84,108,13
22,0,9,,23,frc8,4,5,0,1.44,207,100,78,114,13
23,0,9,,24,frc2135,4,5,0,1.44,207,60,99,129,13
24,0,9,,25,frc5026,6,3,0,1.44,201,56,147,120,13
25,0,9,,26,frc6036,4,4,1,1.44,186,58,126,108,13
26,0,9,,27,frc5171,5,3,1,1.44,180,70,126,111,13
27,0,9,,28,frc1967,4,5,0,1.44,180,70,66,114,13
28,0,9,,29,frc5773,4,5,0,1.44,171,50,99,105,13
29,0,9,,30,frc192,5,4,0,1.44,162,84,96,114,13
30,0,9,,31,frc2489,4,5,0,1.44,96,100,84,123,13
31,0,9,,32,frc2035,5,4,0,1.33,174,76,96,114,12
32,0,9,,33,frc841,4,5,0,1.33,171,44,99,120,12
33,0,9,,34,frc4973,4,4,1,1.33,144,52,102,114,12
34,0,9,,35,frc972,5,4,0,1.22,255,84,78,123,11
35,0,9,,36,frc6418,3,4,2,1.22,207,50,84,114,11
36,0,9,,37,frc670,4,5,0,1.22,198,68,66,111,11
37,0,9,,38,frc3482,5,4,0,1.22,156,74,111,117,11
38,0,9,,39,frc4186,4,5,0,1.22,153,80,72,117,11
39,0,9,,40,frc751,5,4,0,1.22,150,54,96,129,11
40,0,9,,41,frc766,5,3,1,1.22,132,120,99,123,11
41,0,9,,42,frc5027,6,3,0,1.22,111,54,96,102,11
42,0,9,,43,frc2473,5,4,0,1.11,207,94,87,90,10
43,0,9,,44,frc6238,4,4,1,1.11,174,78,72,117,10
44,0,9,,45,frc6665,5,4,0,1.11,147,64,66,126,10
45,0,9,,46,frc7245,6,3,0,1.11,129,34,90,99,10
46,0,9,,47,frc7308,5,4,0,1.11,120,36,84,111,10
47,0,9,,48,frc6619,6,3,0,1.11,99,38,111,123,10
48,0,9,,49,frc6970,5,3,1,1,180,62,102,105,9
49,0,9,,50,frc4255,6,2,1,1,114,52,102,105,9
50,0,9,,51,frc840,6,3,0,1,111,44,87,102,9
51,0,9,,52,frc668,7,2,0,0.88,141,82,84,102,8
52,0,9,,53,frc2854,7,2,0,0.77,165,70,96,123,7
53,0,9,,54,frc5831,7,2,0,0.77,126,76,96,120,7
54,0,9,,55,frc7445,7,2,0,0.66,213,66,81,105,6
55,0,9,,56,frc1351,6,2,1,0.66,165,62,57,108,6
56,0,9,,57,frc5849,7,2,0,0.66,156,48,72,96,6
57,0,9,,58,frc299,7,1,1,0.44,156,60,81,132,4
58,0,9,,59,frc2813,8,1,0,0.44,135,72,87,120,4
0,0,12,,1,frc5199,2,10,0,2.83,336,164,192,132,34
1,0,12,,2,frc4414,3,9,0,2.83,318,170,204,156,34
2,0,12,,3,frc294,3,9,0,2.58,234,100,222,162,31
3,0,12,,4,frc599,1,11,0,2.33,297,118,150,162,28
4,0,12,,5,frc4486,3,8,1,2.25,321,132,183,141,27
5,0,12,,6,frc115,3,9,0,2.25,294,164,171,165,27
6,0,12,,7,frc4201,2,10,0,2.25,276,146,144,150,27
7,0,12,,8,frc5818,4,8,0,2.08,282,170,195,168,25
8,0,12,,9,frc7327,4,8,0,2,291,118,141,156,24
9,0,12,,10,frc114,5,7,0,1.91,306,168,147,147,23
10,0,12,,11,frc2543,6,6,0,1.83,294,116,198,171,22
11,0,12,,12,frc2486,5,7,0,1.83,255,74,153,159,22
12,0,12,,13,frc5700,2,10,0,1.83,252,110,126,162,22
13,0,12,,14,frc6560,6,5,1,1.66,249,78,174,132,20
14,0,12,,15,frc4470,4,8,0,1.66,204,90,123,159,20
15,0,12,,16,frc3473,5,7,0,1.58,300,114,141,171,19
16,0,12,,17,frc7887,5,7,0,1.58,207,74,117,156,19
17,0,12,,18,frc7650,6,6,0,1.5,246,108,159,138,18
18,0,12,,19,frc5136,7,5,0,1.5,201,90,171,156,18
19,0,12,,20,frc1138,8,4,0,1.41,252,80,159,156,17
20,0,12,,21,frc6553,5,6,1,1.41,222,76,126,156,17
21,0,12,,22,frc5477,7,5,0,1.41,210,78,138,162,17
22,0,12,,23,frc7323,6,6,0,1.41,192,92,141,153,17
23,0,12,,24,frc5510,6,6,0,1.41,186,144,126,156,17
24,0,12,,25,frc3863,6,6,0,1.33,249,138,123,150,16
25,0,12,,26,frc3925,6,5,1,1.33,249,98,144,159,16
26,0,12,,27,frc5137,7,5,0,1.33,246,110,165,165,16
27,0,12,,28,frc5678,7,5,0,1.16,210,80,123,120,14
28,0,12,,29,frc6764,8,4,0,1.16,195,86,135,123,14
29,0,12,,30,frc5869,7,5,0,1.16,192,90,138,126,14
30,0,12,,31,frc3303,7,4,1,1.08,213,70,126,141,13
31,0,12,,32,frc5102,9,3,0,1.08,204,78,135,144,13
32,0,12,,33,frc6934,7,5,0,1.08,204,74,123,135,13
33,1,12,,34,frc3512,7,4,0,1.08,165,78,141,147,13
34,0,12,,35,frc6398,8,4,0,1,192,90,135,174,12
35,0,12,,36,frc5857,8,4,0,0.91,195,86,123,150,11
36,0,12,,37,frc3328,8,4,0,0.75,192,98,111,147,9
37,0,12,,38,frc7324,9,3,0,0.75,186,86,117,153,9
38,0,12,,39,frc7326,9,3,0,0.75,165,58,111,117,9
39,0,12,,40,frc4711,8,3,1,0.66,150,72,96,171,8
40,0,12,,41,frc5107,9,3,0,0.66,144,94,120,153,8
41,0,12,,42,frc580,10,2,0,0.58,165,104,135,147,7
0,0,10,,1,frc254,0,10,0,3.7,372,184,228,114,37
1,0,10,,2,frc971,2,8,0,3.1,336,202,198,138,31
2,0,10,,3,frc1983,1,9,0,3.1,285,184,192,132,31
3,0,10,,4,frc1619,3,7,0,3,312,182,198,117,30
4,0,10,,5,frc114,3,6,1,2.9,333,174,195,105,29
5,0,10,,6,frc1678,3,7,0,2.7,336,192,180,120,27
6,0,10,,7,frc2910,2,7,1,2.7,285,186,183,141,27
7,0,10,,8,frc6443,3,7,0,2.7,267,148,213,132,27
8,0,10,,9,frc4414,2,7,1,2.5,267,160,165,135,25
9,0,10,,10,frc5507,5,5,0,2.4,291,146,213,117,24
10,0,10,,11,frc2930,5,5,0,2.4,279,152,219,102,24
11,0,10,,12,frc2733,5,5,0,2.3,252,158,189,126,23
12,2,10,,13,frc2928,1,6,1,2.3,189,112,168,102,23
13,0,10,,14,frc3309,5,5,0,2.2,276,164,156,114,22
14,0,10,,15,frc604,4,6,0,2.2,267,144,216,129,22
15,0,10,,16,frc973,4,6,0,2.2,246,140,177,138,22
16,0,10,,17,frc5818,4,6,0,2.1,261,174,177,141,21
17,0,10,,18,frc2557,5,5,0,2,213,150,192,123,20
18,0,10,,19,frc5026,6,4,0,1.9,294,146,198,126,19
19,0,10,,20,frc3647,4,6,0,1.9,255,124,117,132,19
20,0,10,,21,frc498,5,5,0,1.9,234,130,162,141,19
21,0,10,,22,frc649,6,4,0,1.9,231,136,189,120,19
22,0,10,,23,frc5940,5,5,0,1.9,207,126,159,117,19
23,0,10,,24,frc2046,6,4,0,1.9,201,146,159,132,19
24,0,10,,25,frc4183,6,4,0,1.8,270,144,174,123,18
25,0,10,,26,frc1671,6,4,0,1.8,234,132,180,129,18
26,0,10,,27,frc2102,6,4,0,1.8,225,144,189,117,18
27,0,10,,28,frc1868,6,4,0,1.8,222,126,189,132,18
28,0,10,,29,frc2659,7,3,0,1.7,261,138,189,114,17
29,0,10,,30,frc3218,6,3,1,1.7,249,156,150,126,17
30,0,10,,31,frc846,6,4,0,1.7,240,148,171,129,17
31,0,10,,32,frc3476,6,4,0,1.5,252,148,126,117,15
32,0,10,,33,frc972,7,3,0,1.4,303,138,138,144,14
33,0,10,,34,frc5199,6,3,1,1.4,228,116,147,111,14
34,0,10,,35,frc115,7,3,0,1.3,237,138,159,147,13
35,0,10,,36,frc1197,7,3,0,1.3,228,146,153,102,13
36,0,10,,37,frc1710,8,2,0,1.1,252,138,141,123,11
37,0,10,,38,frc696,8,2,0,1,225,110,168,132,10
38,0,10,,39,frc1072,7,3,0,0.9,234,128,138,129,9
39,0,10,,40,frc5700,9,1,0,0.7,207,134,144,123,7
0,0,12,,1,frc836,0,11,1,2.91,309,182,219,165,35
1,0,12,,2,frc1629,2,9,1,2.5,330,190,216,156,30
2,0,12,,3,frc2534,3,9,0,2.5,324,154,252,153,30
3,0,12,,4,frc1418,2,9,1,2.41,357,194,177,153,29
4,0,12,,5,frc977,4,8,0,2.41,330,210,195,174,29
5,0,12,,6,frc619,4,8,0,2.41,327,178,231,180,29
6,0,12,,7,frc6802,3,8,1,2.41,324,174,228,174,29
7,0,12,,8,frc449,4,8,0,2.41,321,172,249,150,29
8,0,12,,9,frc1262,4,8,0,2.41,312,184,225,144,29
9,0,12,,10,frc4456,3,8,1,2.41,288,148,237,156,29
10,0,12,,11,frc3793,5,7,0,2.25,288,138,234,174,27
11,0,12,,12,frc401,4,8,0,2.16,285,218,192,168,26
12,0,12,,13,frc2106,4,6,2,2.16,276,124,240,153,26
13,0,12,,14,frc5338,5,6,1,2.16,258,160,252,150,26
14,0,12,,15,frc2363,4,7,1,2.16,258,158,222,174,26
15,0,12,,16,frc4541,3,8,1,2.08,291,172,180,150,25
16,0,12,,17,frc384,5,7,0,2.08,285,172,219,171,25
17,0,12,,18,frc1599,5,7,0,2.08,231,140,219,171,25
18,0,12,,19,frc346,5,7,0,2,282,184,228,174,24
19,0,12,,20,frc2912,5,6,1,2,273,142,213,174,24
20,0,12,,21,frc1885,5,7,0,1.91,330,202,174,171,23
21,0,12,,22,frc5587,4,7,1,1.91,312,160,168,174,23
22,0,12,,23,frc614,5,7,0,1.83,318,220,204,177,22
23,0,12,,24,frc3748,5,6,1,1.83,276,152,204,165,22
24,0,12,,25,frc4638,5,6,1,1.83,246,154,198,153,22
25,0,12,,26,frc540,6,5,1,1.75,336,152,213,174,21
26,0,12,,27,frc339,5,6,1,1.75,297,136,216,162,21
27,0,12,,28,frc4242,6,6,0,1.75,294,140,201,168,21
28,0,12,,29,frc1610,7,4,1,1.75,279,174,207,174,21
29,0,12,,30,frc1086,7,5,0,1.75,264,136,189,174,21
30,0,12,,31,frc5546,7,5,0,1.75,231,160,234,162,21
31,0,12,,32,frc888,8,4,0,1.66,285,112,210,174,20
32,0,12,,33,frc2537,6,6,0,1.66,276,126,201,165,20
33,0,12,,34,frc6543,8,4,0,1.66,252,90,207,150,20
34,0,12,,35,frc2849,7,4,1,1.58,336,166,189,174,19
35,0,12,,36,frc2199,8,4,0,1.58,318,156,222,141,19
36,0,12,,37,frc1731,7,4,1,1.58,309,156,222,138,19
37,0,12,,38,frc7770,6,5,1,1.58,300,140,168,162,19
38,0,12,,39,frc4472,6,4,2,1.58,294,150,177,141,19
39,0,12,,40,frc2998,6,6,0,1.58,285,170,195,177,19
40,0,12,,41,frc1719,8,4,0,1.58,255,138,222,162,19
41,0,12,,42,frc3939,7,5,0,1.58,249,178,192,162,19
42,0,12,,43,frc2914,5,5,2,1.58,243,128,186,168,19
43,0,12,,44,frc6334,9,3,0,1.58,240,186,216,180,19
44,0,12,,45,frc1413,6,5,1,1.5,342,150,180,165,18
45,0,12,,46,frc1727,5,4,3,1.5,330,144,162,168,18
46,0,12,,47,frc612,6,4,2,1.5,279,158,195,168,18
47,0,12,,48,frc3359,6,5,1,1.5,267,128,204,171,18
48,0,12,,49,frc5830,7,3,2,1.5,249,112,216,144,18
49,0,12,,50,frc1111,7,5,0,1.33,285,184,159,162,16
50,0,12,,51,frc2068,8,4,0,1.33,258,122,195,162,16
51,0,12,,52,frc686,8,4,0,1.33,234,130,198,162,16
52,0,12,,53,frc6882,7,4,1,1.25,219,118,153,171,15
53,0,12,,54,frc422,8,4,0,1.16,267,116,177,165,14
54,0,12,,55,frc4099,8,2,2,1.16,264,134,180,159,14
55,0,12,,56,frc1123,9,3,0,1.16,204,114,192,180,14
56,0,12,,57,frc539,9,3,0,1.08,267,130,177,174,13
57,0,12,,58,frc3274,9,3,0,1,195,118,159,150,12
0,0,10,,1,frc1619,0,10,0,3.7,273,152,171,111,37
1,0,10,,2,frc1726,1,8,1,2.7,243,116,177,117,27
2,0,10,,3,frc1245,2,8,0,2.5,165,116,174,129,25
3,0,10,,4,frc4293,2,8,0,2.2,204,146,117,126,22
4,0,10,,5,frc2240,2,8,0,2.2,153,142,126,129,22
5,0,10,,6,frc2996,3,6,1,2.1,243,90,135,135,21
6,0,10,,7,frc2341,2,7,1,2.1,237,104,126,138,21
7,0,10,,8,frc3158,2,8,0,2.1,204,90,111,123,21
8,0,10,,9,frc2972,3,7,0,2,204,104,129,126,20
9,0,10,,10,frc4499,2,8,0,1.8,237,90,111,132,18
10,0,10,,11,frc4944,3,7,0,1.7,249,122,99,129,17
11,0,10,,12,frc7891,5,5,0,1.7,138,88,123,138,17
12,0,10,,13,frc1410,3,7,0,1.6,237,146,90,123,16
13,0,10,,14,frc2261,4,6,0,1.6,207,52,117,114,16
14,0,10,,15,frc4593,5,5,0,1.5,192,112,93,108,15
15,0,10,,16,frc2036,3,7,0,1.5,186,80,81,114,15
16,0,10,,17,frc1332,4,5,1,1.5,159,86,123,126,15
17,0,10,,18,frc3200,4,6,0,1.5,156,76,108,129,15
18,0,10,,19,frc159,4,5,1,1.5,129,68,90,132,15
19,0,10,,20,frc3807,4,6,0,1.5,120,118,114,114,15
20,0,10,,21,frc624,5,5,0,1.4,234,76,120,138,14
21,0,10,,22,frc2945,5,5,0,1.4,231,80,78,108,14
22,0,10,,23,frc3172,5,5,0,1.4,201,74,90,105,14
23,0,10,,24,frc1799,5,5,0,1.4,168,70,111,114,14
24,0,10,,25,frc5493,5,5,0,1.4,147,88,111,120,14
25,0,10,,26,frc2395,5,5,0,1.3,156,84,99,138,13
26,0,10,,27,frc3374,6,4,0,1.2,171,76,111,126,12
27,0,10,,28,frc4418,5,5,0,1.2,150,88,114,138,12
28,0,10,,29,frc7737,5,5,0,1.2,150,66,96,111,12
29,0,10,,30,frc3288,5,4,1,1.2,147,66,99,138,12
30,0,10,,31,frc7243,6,4,0,1.2,123,74,102,123,12
31,0,10,,32,frc4388,7,3,0,1.1,159,98,102,99,11
32,0,10,,33,frc1157,6,4,0,1.1,147,90,93,126,11
33,0,10,,34,frc1583,6,4,0,1.1,147,58,99,141,11
34,0,10,,35,frc5657,6,4,0,1.1,147,56,114,123,11
35,0,10,,36,frc6652,6,4,0,1.1,144,98,96,126,11
36,0,10,,37,frc662,6,4,0,1.1,117,66,84,138,11
37,0,10,,38,frc4550,5,5,0,1,183,98,63,99,10
38,0,10,,39,frc3648,6,3,1,1,183,46,105,114,10
39,0,10,,40,frc4068,6,3,1,1,162,84,99,117,10
40,0,10,,41,frc7537,6,4,0,1,159,44,87,108,10
41,0,10,,42,frc7479,6,4,0,1,132,78,108,108,10
42,0,10,,43,frc5578,6,4,0,0.9,216,78,81,132,9
43,0,10,,44,frc1339,6,4,0,0.9,186,80,96,135,9
44,0,10,,45,frc5763,6,4,0,0.9,186,60,90,120,9
45,0,10,,46,frc1303,6,3,1,0.9,132,54,90,129,9
46,0,10,,47,frc1977,7,3,0,0.9,102,86,78,135,9
47,0,10,,48,frc1584,8,2,0,0.8,180,74,132,114,8
48,0,10,,49,frc2259,8,2,0,0.8,126,58,93,117,8
49,0,10,,50,frc4386,8,2,0,0.7,105,54,90,111,7
50,0,10,,51,frc2083,8,1,1,0.6,105,70,108,135,6
51,0,10,,52,frc7485,8,2,0,0.5,147,46,84,105,5
52,0,10,,53,frc3729,7,1,2,0.5,105,54,72,120,5
0,0,12,,1,frc230,1,11,0,3,231,136,210,165,36
1,0,12,,2,frc3146,2,10,0,2.75,252,96,234,168,33
2,0,12,,3,frc177,2,10,0,2.58,330,162,174,174,31
3,0,12,,4,frc190,4,8,0,2.33,273,134,234,168,28
4,0,12,,5,frc195,5,7,0,2.25,303,134,207,147,27
5,0,12,,6,frc2836,3,9,0,2.25,219,166,210,177,27
6,0,12,,7,frc7127,5,7,0,2.16,231,92,231,159,26
7,0,12,,8,frc7407,3,9,0,2.08,315,134,168,168,25
8,0,12,,9,frc181,6,6,0,2.08,195,158,219,165,25
9,0,12,,10,frc2067,5,7,0,2,243,90,195,159,24
10,0,12,,11,frc228,5,7,0,2,228,100,195,162,24
11,0,12,,12,frc3555,4,8,0,1.91,321,138,177,168,23
12,0,12,,13,frc558,5,7,0,1.83,207,110,198,174,22
13,0,12,,14,frc6762,5,7,0,1.75,234,74,159,171,21
14,0,12,,15,frc7694,6,6,0,1.75,207,92,174,159,21
15,0,12,,16,frc5856,5,7,0,1.58,258,110,138,165,19
16,0,12,,17,frc7869,6,6,0,1.58,225,66,144,171,19
17,0,12,,18,frc236,6,6,0,1.5,243,138,159,150,18
18,0,12,,19,frc5686,6,6,0,1.5,195,88,162,165,18
