delete,dq,matches_played,qual_average,rank,team_key,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
7,0,12,,8,frc708,5,6,1,2,213,114,219,165,24
8,0,12,,9,frc4342,6,6,0,1.91,285,106,228,141,23
9,0,12,,10,frc433,5,7,0,1.91,264,86,198,126,23
10,0,12,,11,frc293,5,7,0,1.91,243,78,183,162,23
11,0,12,,12,frc2729,5,7,0,1.83,270,84,201,162,22
12,0,12,,13,frc2016,5,7,0,1.83,258,98,177,150,22
13,0,12,,14,frc2095,4,7,1,1.83,231,90,180,168,22
14,0,12,,15,frc709,6,6,0,1.83,231,80,216,168,22
15,0,12,,16,frc225,5,7,0,1.75,285,134,165,126,21
16,0,12,,17,frc5181,6,6,0,1.75,252,88,201,168,21
17,0,12,,18,frc316,6,6,0,1.75,243,130,177,162,21
18,0,12,,19,frc5407,7,5,0,1.75,201,126,219,159,21
19,0,12,,20,frc1495,6,5,1,1.66,252,92,174,150,20
20,0,12,,21,frc7414,6,6,0,1.66,237,138,171,123,20
21,0,12,,22,frc321,6,6,0,1.58,264,104,186,141,19
22,0,12,,23,frc4637,7,5,0,1.5,213,82,165,129,18
23,0,12,,24,frc4373,6,6,0,1.5,213,76,159,147,18
24,0,12,,25,frc1168,7,5,0,1.33,276,120,153,141,16
25,0,12,,26,frc2180,8,4,0,1.25,267,110,180,138,15
26,0,12,,27,frc486,8,3,1,1.25,216,70,192,156,15
27,0,12,,28,frc2234,9,3,0,1.08,204,80,174,138,13
28,0,12,,29,frc7877,9,3,0,0.91,201,82,153,147,11
29,0,12,,30,frc752,10,2,0,0.75,180,72,150,144,9
30,0,12,,31,frc7599,11,1,0,0.5,186,66,120,129,6
0,0,8,,1,frc3504,2,6,0,2.62,108,48,153,105,21
1,0,8,,2,frc4027,1,7,0,2.37,177,86,111,81,19
2,0,8,,3,frc2614,2,6,0,2.25,162,50,129,81,18
3,0,8,,4,frc4150,1,6,1,2,192,80,102,75,16
4,0,9,,5,frc4121,3,6,0,1.77,153,60,102,78,16
5,0,8,,6,frc2656,3,5,0,1.75,138,44,87,96,14
6,0,8,,7,frc3015,4,4,0,1.75,132,58,117,78,14
7,0,8,,8,frc4269,3,5,0,1.5,144,60,75,72,12
8,0,8,,9,frc1038,3,5,0,1.5,126,50,102,96,12
9,0,9,,10,frc3260,4,5,0,1.33,138,48,84,105,12
10,0,8,,11,frc1511,3,4,1,1.25,162,68,75,81,10
11,0,8,,12,frc117,4,4,0,1.25,159,54,78,90,10
12,0,8,,13,frc5740,3,4,1,1.25,87,42,87,87,10
13,0,8,,14,frc9989,4,4,0,1.25,72,36,72,72,10
14,0,8,,15,frc4467,4,4,0,1.12,144,62,81,84,9
15,0,8,,16,frc9988,4,3,1,1.12,99,26,66,96,9
16,0,9,,17,frc9985,6,3,0,1.11,96,38,81,72,10
17,0,8,,18,frc1708,4,3,1,1,114,34,69,60,8
18,0,8,,19,frc9986,6,1,1,0.62,105,44,72,78,5
19,0,8,,20,frc7055,7,1,0,0.37,114,52,78,87,3
20,0,9,,21,frc9987,8,1,0,0.33,111,26,63,72,3
21,0,8,,22,frc2051,8,0,0,0.25,57,44,69,81,2
0,0,12,,1,frc5404,2,10,0,2.41,234,58,195,165,29
1,0,12,,2,frc4342,3,8,1,2.16,207,68,192,129,26
2,0,12,,3,frc5407,4,7,1,2.16,162,88,222,159,26
3,0,12,,4,frc433,3,9,0,2,219,66,174,132,24
4,0,12,,5,frc5420,4,8,0,1.91,204,94,174,162,23
5,0,12,,6,frc1391,6,6,0,1.75,219,70,189,123,21
6,0,12,,7,frc834,5,7,0,1.58,228,74,147,150,19
7,0,12,,8,frc484,4,8,0,1.58,174,58,138,153,19
8,0,12,,9,frc5113,5,7,0,1.5,237,58,126,153,18
9,0,12,,10,frc1495,5,7,0,1.5,219,86,120,138,18
10,0,12,,11,frc2180,5,7,0,1.5,216,54,114,132,18
11,0,12,,12,frc272,4,7,1,1.5,210,88,117,108,18
12,0,12,,13,frc4454,6,6,0,1.5,165,38,135,135,18
13,1,12,,14,frc365,5,6,0,1.41,210,60,135,132,17
14,0,12,,15,frc1811,5,7,0,1.41,192,44,90,165,17
15,0,12,,16,frc1712,4,8,0,1.33,231,78,93,126,16
16,0,12,,17,frc4638,6,6,0,1.33,162,108,141,117,16
17,0,12,,18,frc1370,5,7,0,1.33,159,84,111,126,16
18,0,12,,19,frc1168,6,6,0,1.25,189,94,111,126,15
19,0,12,,20,frc7110,7,5,0,1.25,171,46,120,129,15
20,0,12,,21,frc3929,7,5,0,1.16,213,62,81,147,14
21,0,12,,22,frc204,7,5,0,1.16,168,66,114,129,14
22,0,12,,23,frc4575,6,5,1,1.16,168,46,114,138,14
23,0,12,,24,frc87,7,5,0,1.08,192,46,114,132,13
24,0,12,,25,frc341,6,5,1,1.08,153,50,84,144,13
25,0,12,,26,frc3151,8,3,1,1.08,132,58,117,123,13
26,0,12,,27,frc1640,7,5,0,1,222,84,99,153,12
27,0,12,,28,frc486,8,4,0,1,132,54,141,156,12
28,0,12,,29,frc2191,8,4,0,0.83,141,68,111,123,10
29,0,12,,30,frc1791,10,2,0,0.75,144,38,132,90,9
30,0,12,,31,frc4750,10,2,0,0.66,153,62,120,135,8
31,0,12,,32,frc423,10,2,0,0.58,150,28,105,123,7
0,0,12,,1,frc2046,1,11,0,3,342,208,192,174,36
1,0,12,,2,frc4911,2,10,0,2.91,384,226,201,156,35
2,0,12,,3,frc4488,2,10,0,2.91,300,178,228,177,35
3,0,12,,4,frc2910,1,11,0,2.75,390,282,192,171,33
4,0,12,,5,frc2990,2,10,0,2.75,390,190,219,147,33
5,0,12,,6,frc2898,3,9,0,2.41,345,166,171,177,29
6,0,12,,7,frc2147,3,9,0,2.33,378,180,189,180,28
7,0,12,,8,frc3674,4,7,1,2.33,315,174,231,177,28
8,0,12,,9,frc4469,4,7,1,2.33,315,138,198,177,28
9,0,12,,10,frc1318,4,8,0,2.33,279,200,204,150,28
10,0,12,,11,frc4043,2,10,0,2.25,351,208,168,171,27
11,0,12,,12,frc4579,3,9,0,2.25,333,194,156,174,27
12,0,12,,13,frc5827,5,7,0,2.25,297,208,231,159,27
13,0,12,,14,frc3663,5,7,0,2.08,369,172,216,177,25
14,0,12,,15,frc2930,5,7,0,2.08,327,188,213,159,25
15,0,12,,16,frc2915,5,7,0,2.08,327,164,195,150,25
16,0,12,,17,frc1983,5,6,1,2.08,324,196,192,174,25
17,0,12,,18,frc2928,6,6,0,2.08,309,174,189,174,25
18,0,12,,19,frc2976,5,7,0,2.08,288,208,165,150,25
19,0,12,,20,frc2521,5,7,0,2,303,196,189,153,24
20,0,12,,21,frc2097,4,8,0,1.91,378,168,180,147,23
21,0,12,,22,frc997,5,7,0,1.91,348,156,186,177,23
22,0,12,,23,frc4131,5,6,1,1.91,315,154,189,159,23
23,0,12,,24,frc5085,4,6,2,1.91,315,152,228,159,23
24,0,12,,25,frc4980,5,7,0,1.91,312,166,174,168,23
25,0,12,,26,frc2733,6,6,0,1.91,300,188,198,153,23
26,0,12,,27,frc360,6,5,1,1.91,273,134,213,171,23
27,0,12,,28,frc4125,6,6,0,1.91,246,158,219,180,23
28,0,12,,29,frc3826,4,7,1,1.83,339,164,147,180,22
29,0,12,,30,frc4060,5,6,1,1.83,300,152,195,171,22
30,0,12,,31,frc3223,6,5,1,1.83,297,154,198,165,22
31,0,12,,32,frc4309,6,5,1,1.83,267,200,189,168,22
32,0,12,,33,frc5588,6,6,0,1.83,264,198,198,177,22
33,0,12,,34,frc2471,6,6,0,1.75,351,186,165,159,21
34,0,12,,35,frc1540,6,5,1,1.75,321,178,192,177,21
35,0,12,,36,frc5803,7,5,0,1.75,315,180,228,177,21
36,0,12,,37,frc2907,7,5,0,1.75,288,152,183,171,21
37,0,12,,38,frc1425,6,6,0,1.75,285,140,195,171,21
38,0,12,,39,frc6443,7,5,0,1.75,258,122,228,168,21
39,0,12,,40,frc492,6,5,1,1.66,330,184,210,150,20
40,0,12,,41,frc3636,4,8,0,1.66,327,202,135,174,20
41,0,12,,42,frc4513,5,7,0,1.66,321,188,132,171,20
42,0,12,,43,frc4057,7,4,1,1.66,303,222,210,138,20
43,0,12,,44,frc2557,8,4,0,1.58,321,210,189,156,19
44,0,12,,45,frc3711,8,3,1,1.58,276,78,243,162,19
45,0,12,,46,frc7776,6,5,1,1.58,270,132,177,174,19
46,1,12,,47,frc3588,5,6,0,1.5,285,154,168,153,18
47,0,12,,48,frc5937,7,5,0,1.5,279,130,177,165,18
48,0,12,,49,frc6845,7,5,0,1.41,330,166,168,180,17
49,0,12,,50,frc4061,7,5,0,1.41,315,172,150,165,17
50,1,12,,51,frc948,6,5,0,1.41,294,140,168,159,17
51,0,12,,52,frc2522,9,3,0,1.41,288,182,177,177,17
52,0,12,,53,frc3574,9,3,0,1.41,213,182,192,156,17
53,0,12,,54,frc2412,8,2,2,1.33,300,122,198,174,16
54,0,12,,55,frc3786,9,3,0,1.33,261,124,195,180,16
55,0,12,,56,frc7034,8,4,0,1.33,243,122,171,168,16
56,0,12,,57,frc6445,8,4,0,1.25,273,172,138,153,15
57,0,12,,58,frc3024,9,3,0,1.25,246,126,165,162,15
58,0,12,,59,frc1899,10,2,0,1.16,282,116,150,150,14
59,0,12,,60,frc5468,9,3,0,1.16,252,168,171,165,14
60,0,12,,61,frc4512,9,3,0,1.08,261,216,165,165,13
61,0,12,,62,frc4110,9,3,0,0.91,291,136,141,168,11
62,0,12,,63,frc4692,11,1,0,0.83,273,126,177,171,10
63,0,12,,64,frc2980,10,2,0,0.83,240,150,144,159,10
0,0,10,,1,frc3990,2,7,1,2.2,144,98,126,123,22
1,0,10,,2,frc7605,0,8,2,2.1,135,98,126,123,21
2,0,10,,3,frc229,2,8,0,2,216,88,96,123,20
3,0,10,,4,frc1511,1,9,0,2,162,86,93,102,20
4,1,10,,5,frc3986,1,8,0,1.9,153,90,96,96,19
5,0,10,,6,frc4930,5,5,0,1.8,162,64,153,102,18
6,0,10,,7,frc3544,2,8,0,1.6,177,44,66,123,16
7,0,10,,8,frc3360,3,7,0,1.6,156,56,99,132,16
8,0,10,,9,frc7701,3,7,0,1.6,120,54,102,120,16
9,0,10,,10,frc7574,3,7,0,1.4,198,56,72,105,14
10,0,10,,11,frc4947,4,6,0,1.4,156,74,114,114,14
11,0,10,,12,frc4957,4,6,0,1.4,135,42,81,96,14
12,0,10,,13,frc7053,3,7,0,1.4,129,82,69,99,14
13,0,10,,14,frc6929,5,4,1,1.3,138,50,123,102,13
14,0,10,,15,frc3981,4,6,0,1.3,129,46,81,102,13
15,0,10,,16,frc5865,4,6,0,1.3,114,60,87,105,13
16,0,10,,17,frc5553,4,6,0,1.2,162,54,63,75,12
17,0,10,,18,frc6869,4,5,1,1.2,135,54,102,120,12
18,0,10,,19,frc6872,4,5,1,1.2,135,48,90,75,12
19,0,10,,20,frc3550,4,5,1,1.2,129,32,75,99,12
20,0,10,,21,frc3386,5,4,1,1.2,93,66,105,81,12
21,0,10,,22,frc7116,6,4,0,1.1,177,60,99,108,11
22,0,10,,23,frc3988,5,5,0,1.1,150,36,60,81,11
23,0,10,,24,frc3975,6,4,0,1,171,46,99,81,10
24,0,10,,25,frc7615,6,3,1,1,168,52,87,87,10
25,0,10,,26,frc3532,6,4,0,1,111,68,90,90,10
26,0,10,,27,frc3379,5,4,1,1,111,24,84,87,10
27,0,10,,28,frc5443,6,4,0,1,93,38,78,81,10
28,0,10,,29,frc3533,5,4,1,0.9,141,52,57,93,9
29,0,10,,30,frc3985,6,4,0,0.8,156,52,60,87,8
30,0,10,,31,frc6851,6,4,0,0.8,141,68,66,90,8
31,0,10,,32,frc4594,6,4,0,0.8,138,42,63,90,8
32,0,10,,33,frc7471,6,4,0,0.8,120,52,57,93,8
33,0,10,,34,frc4955,6,4,0,0.8,99,64,78,99,8
34,0,10,,35,frc7700,7,3,0,0.8,96,44,99,111,8
35,0,10,,36,frc2626,7,3,0,0.7,123,46,75,78,7
36,0,10,,37,frc7555,7,3,0,0.7,105,38,87,66,7
37,0,10,,38,frc6541,7,3,0,0.6,147,38,60,66,6
38,0,10,,39,frc7162,7,2,1,0.6,102,44,54,60,6
39,0,10,,40,frc7134,8,2,0,0.5,87,40,93,42,5
40,0,10,,41,frc6540,9,1,0,0.4,105,28,63,84,4
41,0,10,,42,frc6953,9,1,0,0.2,93,34,54,69,2
0,0,11,,1,frc5618,3,7,1,2.36,228,100,207,132,26
1,0,11,,2,frc4950,2,8,1,2.36,162,90,189,114,26
2,0,11,,3,frc3996,4,7,0,2.27,213,94,174,120,25
3,0,11,,4,frc3986,4,7,0,2.18,267,168,150,123,24
4,0,11,,5,frc4613,4,6,1,2.18,219,152,192,108,24
5,0,11,,6,frc4952,4,7,0,2.09,222,78,177,138,23
6,0,11,,7,frc7251,4,7,0,2,252,116,180,153,22
7,0,11,,8,frc3386,3,8,0,2,243,128,144,129,22
8,0,11,,9,frc3117,3,7,1,2,168,58,165,105,22
9,0,11,,10,frc5440,4,7,0,2,165,94,165,111,22
10,0,11,,11,frc5659,4,7,0,1.9,222,72,156,144,21
11,0,11,,12,frc3360,4,7,0,1.9,210,84,135,123,21
12,0,11,,13,frc5528,4,7,0,1.81,222,102,144,120,20
13,0,11,,14,frc5179,4,6,1,1.81,192,88,153,120,20
14,0,11,,15,frc2095,4,5,2,1.72,198,52,162,132,19
15,0,11,,16,frc3985,4,6,1,1.63,258,66,102,105,18
16,0,11,,17,frc3550,4,6,1,1.54,186,112,141,138,17
17,0,11,,18,frc296,5,6,0,1.45,210,96,132,120,16
18,0,11,,19,frc2626,5,5,1,1.36,225,70,123,120,15
19,0,11,,20,frc3988,5,5,1,1.36,204,78,99,120,15
20,0,11,,21,frc5910,5,5,1,1.36,174,178,123,138,15
21,0,11,,22,frc4955,5,5,1,1.36,165,68,117,120,15
22,0,11,,23,frc5439,6,5,0,1.27,195,88,138,102,14
23,0,11,,24,frc6431,6,5,0,1.27,195,78,117,150,14
24,0,11,,25,frc5800,6,5,0,1.27,192,88,114,114,14
25,0,11,,26,frc2234,6,4,1,1.27,186,86,147,111,14
26,0,11,,27,frc3975,6,4,1,1.27,186,58,135,111,14
27,0,11,,28,frc5952,7,4,0,1.18,177,72,126,126,13
28,0,11,,29,frc7590,7,4,0,1.18,135,86,159,108,13
29,0,11,,30,frc4942,7,3,1,0.9,189,64,114,111,10
30,1,11,,31,frc3510,7,3,0,0.9,111,72,99,75,10
31,0,11,,32,frc5570,8,3,0,0.81,144,60,120,84,9
32,0,11,,33,frc5095,8,2,1,0.63,204,48,105,111,7
33,0,11,,34,frc6622,10,1,0,0.63,147,58,126,105,7
34,0,11,,35,frc3533,10,0,1,0.27,147,62,105,99,3
0,0,12,,1,frc78,2,10,0,2.83,306,136,222,126,34
1,0,12,,2,frc2168,3,9,0,2.75,312,134,204,162,33
2,0,12,,3,frc173,2,10,0,2.75,309,152,198,156,33
3,0,12,,4,frc133,4,8,0,2.58,294,154,222,165,31
4,0,12,,5,frc3236,3,9,0,2.41,264,130,171,171,29
5,0,12,,6,frc3146,3,9,0,2.25,264,138,183,153,27
6,0,12,,7,frc190,5,7,0,2.25,225,100,219,132,27
7,0,12,,8,frc1153,3,9,0,2.16,315,110,183,162,26
8,0,12,,9,frc2067,5,7,0,2.08,249,82,201,132,25
9,0,12,,10,frc5000,4,8,0,1.91,261,98,168,144,23
10,0,12,,11,frc5846,5,7,0,1.83,285,104,174,168,22
11,0,12,,12,frc121,6,6,0,1.83,279,100,174,147,22
12,0,12,,13,frc4151,5,7,0,1.66,231,88,135,159,20
13,0,12,,14,frc61,7,5,0,1.66,216,116,213,156,20
14,0,12,,15,frc3719,5,7,0,1.66,216,110,156,159,20
15,0,12,,16,frc2712,6,6,0,1.58,228,102,138,147,19
16,0,12,,17,frc4097,8,4,0,1.5,243,94,168,141,18
17,0,12,,18,frc1100,9,3,0,1.5,237,116,201,153,18
18,0,12,,19,frc4796,7,5,0,1.5,192,104,162,111,18
19,0,12,,20,frc4048,8,4,0,1.41,237,112,189,129,17
20,0,12,,21,frc5112,7,5,0,1.41,216,98,150,162,17
21,0,12,,22,frc2713,8,4,0,1.16,234,82,150,150,14
22,2,12,,23,frc1350,5,5,0,1.16,216,78,108,126,14
23,0,12,,24,frc6620,8,4,0,1.16,183,100,147,141,14
24,0,12,,25,frc4176,8,4,0,1.08,240,130,141,153,13
25,0,12,,26,frc716,8,4,0,1,267,130,102,141,12
26,0,12,,27,frc5494,9,3,0,0.91,177,92,129,150,11
27,0,12,,28,frc1740,10,2,0,0.83,201,82,144,162,10
28,0,12,,29,frc4908,10,2,0,0.83,192,76,135,132,10
0,0,10,,1,frc294,1,9,0,3,258,120,201,138,30
1,0,10,,2,frc148,1,9,0,2.9,321,156,141,129,29
2,0,10,,3,frc5190,2,8,0,2.8,270,156,192,117,28
3,0,10,,4,frc5411,3,7,0,2.7,306,150,180,126,27
4,0,10,,5,frc359,2,8,0,2.7,306,122,189,150,27
5,0,10,,6,frc1771,2,8,0,2.5,291,142,171,147,25
6,0,10,,7,frc3847,3,7,0,2.5,270,152,153,138,25
7,0,10,,8,frc3881,1,9,0,2.5,219,102,123,141,25
8,0,10,,9,frc2557,4,6,0,2.5,216,140,165,132,25
9,0,10,,10,frc4336,3,7,0,2.4,285,156,153,135,24
10,0,10,,11,frc7498,2,8,0,2.3,300,134,129,135,23
11,0,10,,12,frc231,3,7,0,2.3,294,152,156,141,23
12,0,10,,13,frc1658,4,6,0,2.3,276,170,159,132,23
13,0,10,,14,frc1533,5,5,0,2.2,273,132,126,120,22
14,0,10,,15,frc2642,3,7,0,2.2,252,94,165,150,22
15,0,10,,16,frc6803,3,7,0,2.2,231,134,180,126,22
16,0,10,,17,frc1296,4,6,0,2.1,249,116,144,138,21
17,0,10,,18,frc4005,3,7,0,2,309,128,111,129,20
18,0,10,,19,frc4941,4,6,0,2,270,124,135,129,20
19,0,10,,20,frc2655,3,6,1,2,264,132,147,129,20
20,0,10,,21,frc7492,4,6,0,2,225,94,168,126,20
21,0,10,,22,frc7425,4,6,0,2,219,90,138,138,20
22,0,10,,23,frc3647,5,5,0,1.9,288,152,129,138,19
23,0,10,,24,frc1318,5,5,0,1.9,237,140,150,117,19
24,0,10,,25,frc2429,4,6,0,1.9,231,104,132,147,19
25,0,10,,26,frc1369,3,7,0,1.9,228,146,138,144,19
26,0,10,,27,frc3737,5,5,0,1.9,228,134,177,138,19
27,0,10,,28,frc7459,5,5,0,1.9,216,88,141,123,19
28,0,10,,29,frc1912,4,6,0,1.8,252,114,129,138,18
29,0,10,,30,frc1251,4,6,0,1.8,243,102,150,135,18
30,0,10,,31,frc2412,5,4,1,1.7,300,114,141,135,17
31,0,10,,32,frc7525,4,6,0,1.7,285,124,87,129,17
32,0,10,,33,frc5427,5,5,0,1.7,234,108,120,111,17
33,0,10,,34,frc4965,5,5,0,1.6,234,122,126,144,16
34,0,10,,35,frc6026,6,4,0,1.6,234,114,129,129,16
35,0,10,,36,frc5550,6,4,0,1.6,198,96,132,129,16
36,0,10,,37,frc2485,5,5,0,1.5,288,136,105,138,15
37,0,10,,38,frc2341,5,5,0,1.5,276,122,126,135,15
38,0,10,,39,frc6304,6,4,0,1.5,258,150,135,141,15
39,0,10,,40,frc3859,5,4,1,1.5,258,102,150,135,15
40,0,10,,41,frc1566,5,5,0,1.5,198,102,105,123,15
41,0,10,,42,frc585,6,4,0,1.5,192,88,129,138,15
42,0,10,,43,frc4610,5,5,0,1.4,291,134,120,141,14
43,0,10,,44,frc6364,5,5,0,1.4,267,134,84,129,14
44,0,10,,45,frc5332,5,5,0,1.4,267,102,99,138,14
45,0,10,,46,frc3243,6,4,0,1.4,201,104,156,132,14
46,0,10,,47,frc972,5,5,0,1.3,282,98,93,138,13
47,0,10,,48,frc6829,6,3,1,1.3,270,130,120,138,13
48,0,10,,49,frc6647,6,4,0,1.3,237,96,141,126,13
49,0,10,,50,frc6695,7,3,0,1.2,273,112,135,120,12
50,0,10,,51,frc6901,6,4,0,1.2,252,144,120,138,12
51,0,10,,52,frc7403,7,3,0,1.2,171,82,126,123,12
52,0,10,,53,frc568,6,3,1,1.1,249,124,111,117,11
53,0,10,,54,frc4276,6,4,0,1.1,243,112,117,138,11
54,1,10,,55,frc7458,6,3,0,1.1,210,74,129,126,11
55,0,10,,56,frc7565,7,3,0,1,159,112,138,114,10
56,0,10,,57,frc3991,8,2,0,0.9,228,90,111,126,9
57,0,10,,58,frc2907,7,3,0,0.9,225,94,105,138,9
58,0,10,,59,frc2898,7,3,0,0.9,213,98,84,126,9
59,0,10,,60,frc2813,8,2,0,0.9,189,108,138,138,9
60,0,10,,61,frc7906,8,1,1,0.8,210,96,84,117,8
61,0,10,,62,frc4639,8,2,0,0.8,204,82,96,120,8
62,0,10,,63,frc2415,7,3,0,0.8,156,50,96,132,8
63,0,10,,64,frc1410,7,3,0,0.6,291,148,75,123,6
64,0,10,,65,frc5059,9,1,0,0.6,240,94,96,144,6
65,0,10,,66,frc3366,9,1,0,0.5,204,112,102,117,5
66,1,10,,67,frc5842,8,1,0,0.4,201,58,63,117,4
0,0,7,,1,frc2974,1,6,0,2.14,144,112,66,78,15
1,0,7,,2,frc2059,1,6,0,2.14,87,22,87,75,15
2,0,7,,3,frc9997,2,5,0,1.85,141,38,90,93,13
3,0,7,,4,frc6366,2,5,0,1.85,108,66,72,75,13
4,0,7,,5,frc9999,2,5,0,1.85,102,58,90,75,13
5,0,7,,6,frc4451,3,4,0,1.71,150,62,87,63,12
6,0,7,,7,frc3506,2,5,0,1.57,150,54,60,93,11
7,0,7,,8,frc3490,3,4,0,1.57,111,68,87,81,11
8,0,7,,9,frc7890,2,5,0,1.42,129,58,63,93,10
9,0,7,,10,frc1293,3,4,0,1.28,111,40,54,96,9
10,0,7,,11,frc2655,3,4,0,1.28,108,52,75,72,9
11,0,7,,12,frc4533,4,3,0,1.14,99,38,63,66,8
12,0,7,,13,frc4935,4,3,0,1.14,84,48,48,96,8
13,0,7,,14,frc9998,3,4,0,1.14,60,50,57,93,8
14,0,7,,15,frc3489,4,3,0,1,111,64,45,78,7
15,0,7,,16,frc342,4,3,0,0.85,129,66,39,84,6
16,0,7,,17,frc4965,4,3,0,0.85,114,50,60,72,6
17,0,7,,18,frc1758,4,3,0,0.85,54,56,48,81,6
18,0,7,,19,frc2815,5,2,0,0.71,99,42,63,78,5
19,0,7,,20,frc4083,5,2,0,0.71,84,38,54,75,5
20,0,7,,21,frc283,5,2,0,0.71,63,54,54,96,5
21,0,7,,22,frc9993,6,1,0,0.28,87,48,42,75,2
22,0,7,,23,frc3976,6,1,0,0.28,72,24,60,72,2
23,0,7,,24,frc1553,6,1,0,0.28,69,46,39,84,2
0,0,9,,1,frc4020,1,8,0,2.66,129,92,147,108,24
1,0,9,,2,frc1051,1,8,0,2.55,168,68,141,96,23
2,0,9,,3,frc4451,2,7,0,2.44,171,66,132,81,22
3,0,9,,4,frc379,1,8,0,2.44,153,48,147,87,22
4,0,9,,5,frc342,1,7,1,2.44,150,74,135,90,22
5,0,9,,6,frc86,1,8,0,2.22,138,114,96,81,20
6,0,9,,7,frc5472,1,8,0,2.11,135,84,93,87,19
7,0,9,,8,frc1287,2,7,0,2,156,56,108,108,18
8,0,9,,9,frc3490,3,5,1,1.88,102,82,132,90,17
9,0,9,,10,frc1293,2,7,0,1.77,171,64,96,114,16
10,0,9,,11,frc2393,4,5,0,1.77,132,78,141,81,16
11,0,9,,12,frc108,3,6,0,1.77,93,66,108,78,16
12,0,9,,13,frc4965,3,6,0,1.66,141,70,99,111,15
13,0,9,,14,frc1369,3,6,0,1.66,123,48,102,102,15
14,0,9,,15,frc281,4,5,0,1.66,111,62,126,93,15
15,0,9,,16,frc3976,3,6,0,1.66,102,52,93,81,15
16,0,9,,17,frc21,3,6,0,1.66,96,42,123,93,15
17,0,9,,18,frc4504,3,6,0,1.66,93,78,72,108,15
18,0,9,,19,frc5022,3,6,0,1.55,162,66,87,87,14
19,0,9,,20,frc7072,3,6,0,1.55,144,50,93,102,14
20,0,9,,21,frc7107,2,6,1,1.55,87,64,60,90,14
21,0,9,,22,frc7152,5,4,0,1.44,156,54,114,84,13
22,0,9,,23,frc4005,4,5,0,1.44,147,88,84,81,13
23,0,9,,24,frc3140,4,5,0,1.44,114,48,90,72,13
24,0,9,,25,frc4748,3,6,0,1.44,102,24,78,99,13
25,0,9,,26,frc1398,4,5,0,1.44,90,42,90,84,13
26,0,9,,27,frc4073,5,4,0,1.44,72,50,111,78,13
27,0,9,,28,frc7085,3,5,1,1.44,48,74,84,84,13
28,0,9,,29,frc1902,4,5,0,1.33,168,78,75,108,12
29,0,9,,30,frc4582,4,5,0,1.33,138,54,75,78,12
30,0,9,,31,frc283,4,4,1,1.33,93,54,93,75,12
31,0,9,,32,frc2815,4,5,0,1.33,90,60,75,81,12
32,0,9,,33,frc6222,5,4,0,1.33,66,34,117,84,12
33,0,9,,34,frc1539,4,5,0,1.22,105,56,66,105,11
34,0,9,,35,frc2187,5,4,0,1.22,102,50,87,84,11
35,0,9,,36,frc6366,5,4,0,1.22,93,68,102,84,11
36,0,9,,37,frc4083,4,5,0,1.22,78,36,81,87,11
37,0,9,,38,frc4267,5,3,1,1.22,69,44,105,60,11
38,0,9,,39,frc5130,5,4,0,1.22,60,50,87,69,11
39,0,9,,40,frc263,5,4,0,1.11,126,74,72,99,10
40,0,9,,41,frc4075,4,5,0,1.11,117,46,57,72,10
41,0,9,,42,frc3824,5,4,0,1.11,114,70,93,93,10
42,0,9,,43,frc1553,5,4,0,1,123,40,81,87,9
43,0,9,,44,frc7489,6,3,0,1,102,42,84,69,9
44,0,9,,45,frc3489,5,4,0,1,99,38,63,84,9
45,0,9,,46,frc5949,5,3,1,0.88,129,64,63,87,8
46,0,9,,47,frc4243,6,3,0,0.88,111,48,60,60,8
47,0,9,,48,frc3651,5,4,0,0.88,87,36,69,75,8
48,0,9,,49,frc4187,5,4,0,0.88,72,24,48,69,8
49,0,9,,50,frc2614,7,2,0,0.77,129,50,90,81,7
50,0,9,,51,frc6626,6,2,1,0.77,72,86,93,69,7
51,0,9,,52,frc900,7,2,0,0.66,84,48,75,81,6
52,0,9,,53,frc7409,7,2,0,0.66,84,32,78,75,6
53,0,9,,54,frc4074,7,2,0,0.66,75,32,87,87,6
54,0,9,,55,frc1758,6,2,1,0.66,63,24,69,78,6
55,0,9,,56,frc4823,7,2,0,0.66,51,34,87,78,6
56,0,9,,57,frc5327,7,2,0,0.55,102,44,54,84,5
57,0,9,,58,frc6167,7,2,0,0.55,87,70,69,72,5
58,0,9,,59,frc5777,7,1,1,0.55,81,42,99,54,5
59,0,9,,60,frc5317,7,2,0,0.44,111,58,66,90,4
60,0,9,,61,frc5063,8,1,0,0.44,63,38,90,57,4
61,0,9,,62,frc5410,6,1,2,0.44,45,42,81,90,4
62,2,9,,63,frc4847,6,1,0,0.33,96,38,36,45,3
63,1,9,,64,frc6961,7,1,0,0.33,72,26,69,54,3
0,0,10,,1,frc3572,0,10,0,3.5,312,166,207,129,35
1,0,10,,2,frc3620,2,8,0,3.1,276,148,186,144,31
2,0,10,,3,frc525,1,9,0,2.9,315,146,198,150,29
3,0,10,,4,frc1747,2,8,0,2.8,339,192,129,126,28
4,0,10,,5,frc2358,1,9,0,2.8,300,170,156,129,28
5,0,10,,6,frc2576,3,7,0,2.6,297,160,153,150,26
6,0,10,,7,frc346,2,8,0,2.6,291,192,180,144,26
7,0,10,,8,frc1285,3,7,0,2.5,300,132,195,150,25
8,0,10,,9,frc610,3,6,1,2.4,324,160,177,141,24
9,0,10,,10,frc7457,3,6,1,2.4,300,144,183,141,24
